ActorID,FirstName,LastName,Gender,BirthDate,Nationality,AwardsCount,Biography
330,Lei,Liu,Erkek,1955-11-16,Çin,10,Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı. Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir. Toplumsal meselelere duyarlı projelerde yer almıştır. Derin karakter analizleri ile tanınmaktadır. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Filmografisi geniş ve farklı türlerde eserleri bulunmakta.
331,Isabel,Pérez,Kadın,1952-02-18,Meksika,0,Filmografisi geniş ve farklı türlerde eserleri bulunmakta. Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi.
332,Anna,Wagner,Kadın,1970-06-04,Almanya,6,Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Kültürel çeşitliliği ve insan hikayelerini işler. Derin karakter analizleri ile tanınmaktadır. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Uzun yıllar sinema sektöründe önemli projelerde yer aldı. Çok yönlü sanatçı kimliği ile tanınır.
333,Antonio,Russo,Erkek,1950-07-13,İtalya,9,Sinema ve tiyatro arasında başarılı bir geçiş yapmıştır. Filmografisi geniş ve farklı türlerde eserleri bulunmakta. Film endüstrisinde yenilikçi tekniklerle öncü olmuştur.
334,Qiang,Li,Erkek,1977-01-13,Çin,4,Kültürel çeşitliliği ve insan hikayelerini işler. Film müziklerine özel önem verir ve işbirlikleri yapar. Seslendirme ve dublajda da başarılı çalışmaları vardır. Uzun yıllar sinema sektöründe önemli projelerde yer aldı. Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi.
335,Peng,Chen,Erkek,1985-01-29,Çin,10,Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi. Seslendirme ve dublajda da başarılı çalışmaları vardır. Çok yönlü sanatçı kimliği ile tanınır. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır.
336,Jessica,Rodriguez,Diğer,1951-01-01,ABD,2,Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Uzun yıllar sinema sektöründe önemli projelerde yer aldı. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir.
337,Juan,Sanchez,Erkek,1999-02-14,İspanya,3,Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir. Derin karakter analizleri ile tanınmaktadır. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır. Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır.
338,Can,Demir,Erkek,1972-09-03,Türkiye,2,Film müziklerine özel önem verir ve işbirlikleri yapar. Toplumsal meselelere duyarlı projelerde yer almıştır. Her filmi büyük bir titizlikle yönetir.
339,Francesca,Bianchi,Kadın,1976-01-29,İtalya,1,Çok yönlü sanatçı kimliği ile tanınır. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir.
340,James,Jones,Erkek,1971-01-16,ABD,9,Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler.
341,Woo,Park,Erkek,1977-06-04,Güney Kore,9,Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Derin karakter analizleri ile tanınmaktadır. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Uzun yıllar sinema sektöründe önemli projelerde yer aldı. Drama ve komedi türlerinde ustalığını kanıtlamıştır.
342,Léna,Richard,Kadın,1989-02-15,Fransa,2,Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler. Her filmi büyük bir titizlikle yönetir. Film endüstrisinde yenilikçi tekniklerle öncü olmuştur. Film müziklerine özel önem verir ve işbirlikleri yapar. Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi.
343,Hana,Lee,Kadın,1965-10-08,Güney Kore,4,Toplumsal meselelere duyarlı projelerde yer almıştır. Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir. Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir. Çok yönlü sanatçı kimliği ile tanınır.
344,Luca,Marino,Erkek,1956-10-06,İtalya,10,Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Kültürel çeşitliliği ve insan hikayelerini işler. Film müziklerine özel önem verir ve işbirlikleri yapar.
345,Francisco,Sanchez,Erkek,1953-04-16,İspanya,8,Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır. Film endüstrisinde yenilikçi tekniklerle öncü olmuştur. Kültürel çeşitliliği ve insan hikayelerini işler. Drama ve komedi türlerinde ustalığını kanıtlamıştır. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir.
346,Isabel,Cruz,Kadın,1962-01-05,Meksika,8,Kültürel çeşitliliği ve insan hikayelerini işler. Film endüstrisinde yenilikçi tekniklerle öncü olmuştur. Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır.
347,Nanami,Tanaka,Kadın,1964-11-17,Japonya,7,Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Seslendirme ve dublajda da başarılı çalışmaları vardır. Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır.
348,María,López,Kadın,1982-03-11,Meksika,7,Filmografisi geniş ve farklı türlerde eserleri bulunmakta. Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir. Film endüstrisinde yenilikçi tekniklerle öncü olmuştur. Drama ve komedi türlerinde ustalığını kanıtlamıştır.
349,Haruka,Ito,Kadın,1996-06-18,Japonya,7,Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Film müziklerine özel önem verir ve işbirlikleri yapar. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı. Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır.
350,Federica,Marino,Kadın,1973-08-16,İtalya,9,Kültürel çeşitliliği ve insan hikayelerini işler. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Film endüstrisinde yenilikçi tekniklerle öncü olmuştur. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir.
351,Elisa,Bianchi,Kadın,1956-12-25,İtalya,6,Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır. Kültürel çeşitliliği ve insan hikayelerini işler. Film endüstrisinde yenilikçi tekniklerle öncü olmuştur. Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler.
352,Yu-Jin,Park,Kadın,1950-08-05,Güney Kore,7,Drama ve komedi türlerinde ustalığını kanıtlamıştır. Filmografisi geniş ve farklı türlerde eserleri bulunmakta. Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır.
353,Paul,Meyer,Erkek,1966-10-08,Almanya,9,Seslendirme ve dublajda da başarılı çalışmaları vardır. Drama ve komedi türlerinde ustalığını kanıtlamıştır. Derin karakter analizleri ile tanınmaktadır.
354,Jessica,Garcia,Kadın,1993-03-14,ABD,3,Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Derin karakter analizleri ile tanınmaktadır. Uzun yıllar sinema sektöründe önemli projelerde yer aldı. Drama ve komedi türlerinde ustalığını kanıtlamıştır.
355,Sota,Shimizu,Erkek,1964-06-15,Japonya,0,Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir. Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır.
356,Priya,Singh,Kadın,2000-07-25,Hindistan,1,Her filmi büyük bir titizlikle yönetir. Çalışmaları pek çok genç sinemacıya ilham kaynağı olmuştur. Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi.
357,Sarah,Thomas,Kadın,1962-10-21,Fransa,9,Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Çok yönlü sanatçı kimliği ile tanınır. Seslendirme ve dublajda da başarılı çalışmaları vardır. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Her filmi büyük bir titizlikle yönetir.
358,Elena,Gomez,Kadın,1970-08-14,İspanya,2,Uzun yıllar sinema sektöründe önemli projelerde yer aldı. Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir. Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır.
359,Na,Li,Kadın,1963-06-02,Çin,2,Çalışmaları pek çok genç sinemacıya ilham kaynağı olmuştur. Film müziklerine özel önem verir ve işbirlikleri yapar. Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Toplumsal meselelere duyarlı projelerde yer almıştır. Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır. Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı.
360,Lucy,Roberts,Kadın,1961-09-10,İngiltere,0,Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır. Derin karakter analizleri ile tanınmaktadır. Film endüstrisinde yenilikçi tekniklerle öncü olmuştur. Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Film müziklerine özel önem verir ve işbirlikleri yapar. Çok yönlü sanatçı kimliği ile tanınır.
361,Chloé,Richard,Diğer,1993-04-03,Fransa,9,Derin karakter analizleri ile tanınmaktadır. Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır. Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir.
362,Eun-Ji,Shin,Kadın,1957-07-09,Güney Kore,8,Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir. Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir. Uzun yıllar sinema sektöründe önemli projelerde yer aldı. Sinema ve tiyatro arasında başarılı bir geçiş yapmıştır. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır.
363,Sophie,Wilson,Kadın,1983-08-24,İngiltere,6,Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı. Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır. Derin karakter analizleri ile tanınmaktadır. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir.
364,Elias,Schulz,Erkek,1998-02-05,Almanya,5,Seslendirme ve dublajda da başarılı çalışmaları vardır. Kültürel çeşitliliği ve insan hikayelerini işler. Film müziklerine özel önem verir ve işbirlikleri yapar. Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir. Derin karakter analizleri ile tanınmaktadır.
365,Xiu,Yang,Kadın,1993-04-14,Çin,8,Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir. Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Film endüstrisinde yenilikçi tekniklerle öncü olmuştur. Kültürel çeşitliliği ve insan hikayelerini işler. Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır.
366,Davide,Ferrari,Erkek,1970-08-13,İtalya,1,Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır. Kültürel çeşitliliği ve insan hikayelerini işler. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Toplumsal meselelere duyarlı projelerde yer almıştır.
367,Laura,Gomez,Kadın,1954-09-02,İspanya,10,Filmografisi geniş ve farklı türlerde eserleri bulunmakta. Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır. Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler.
368,Luis,Lopez,Erkek,1955-10-01,İspanya,5,Çalışmaları pek çok genç sinemacıya ilham kaynağı olmuştur. Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Çok yönlü sanatçı kimliği ile tanınır.
369,Maya,Choudhary,Diğer,1985-12-11,Hindistan,4,Film müziklerine özel önem verir ve işbirlikleri yapar. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır.
370,Jae,Jung,Erkek,1968-02-05,Güney Kore,3,Çalışmaları pek çok genç sinemacıya ilham kaynağı olmuştur. Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır. Sinema ve tiyatro arasında başarılı bir geçiş yapmıştır.
371,Jade,Petit,Kadın,1953-03-27,Fransa,10,Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Filmografisi geniş ve farklı türlerde eserleri bulunmakta. Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir.
372,Sanjay,Das,Erkek,1985-06-14,Hindistan,3,Çok yönlü sanatçı kimliği ile tanınır. Sinema ve tiyatro arasında başarılı bir geçiş yapmıştır. Filmografisi geniş ve farklı türlerde eserleri bulunmakta.
373,Lucy,Wilson,Kadın,2000-02-29,İngiltere,5,Drama ve komedi türlerinde ustalığını kanıtlamıştır. Çalışmaları pek çok genç sinemacıya ilham kaynağı olmuştur. Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir. Her filmi büyük bir titizlikle yönetir. Kültürel çeşitliliği ve insan hikayelerini işler.
374,Diego,Fernandez,Erkek,1965-09-14,İspanya,1,Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır. Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir.
375,Ella,Johnson,Kadın,1973-02-13,İngiltere,4,Kültürel çeşitliliği ve insan hikayelerini işler. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler. Drama ve komedi türlerinde ustalığını kanıtlamıştır. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Her filmi büyük bir titizlikle yönetir.
376,Valentina,Russo,Kadın,1952-06-15,İtalya,4,Kültürel çeşitliliği ve insan hikayelerini işler. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Drama ve komedi türlerinde ustalığını kanıtlamıştır.
377,Alessia,Romano,Kadın,1978-04-29,İtalya,8,Sinema ve tiyatro arasında başarılı bir geçiş yapmıştır. Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir. Drama ve komedi türlerinde ustalığını kanıtlamıştır.
378,Felix,Hoffmann,Erkek,1980-09-06,Almanya,2,Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Film endüstrisinde yenilikçi tekniklerle öncü olmuştur. Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi.
379,Isabel,López,Kadın,1967-01-23,Meksika,3,Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir. Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir. Drama ve komedi türlerinde ustalığını kanıtlamıştır. Çalışmaları pek çok genç sinemacıya ilham kaynağı olmuştur.
380,James,Johnson,Erkek,1959-07-28,ABD,10,Çalışmaları pek çok genç sinemacıya ilham kaynağı olmuştur. Uzun yıllar sinema sektöründe önemli projelerde yer aldı. Toplumsal meselelere duyarlı projelerde yer almıştır. Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler. Film endüstrisinde yenilikçi tekniklerle öncü olmuştur.
381,Manuel,Rodriguez,Erkek,1974-08-25,İspanya,8,Kültürel çeşitliliği ve insan hikayelerini işler. Drama ve komedi türlerinde ustalığını kanıtlamıştır. Film müziklerine özel önem verir ve işbirlikleri yapar. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır.
382,Aya,Shimizu,Kadın,1987-12-19,Japonya,0,Kültürel çeşitliliği ve insan hikayelerini işler. Seslendirme ve dublajda da başarılı çalışmaları vardır. Film müziklerine özel önem verir ve işbirlikleri yapar. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Her filmi büyük bir titizlikle yönetir.
383,Amelia,Smith,Kadın,1991-04-11,İngiltere,0,Kültürel çeşitliliği ve insan hikayelerini işler. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir.
384,Jennifer,Rodriguez,Kadın,1973-04-19,ABD,4,Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir. Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler. Çalışmaları pek çok genç sinemacıya ilham kaynağı olmuştur. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir.
385,John,Davis,Erkek,1988-01-13,ABD,5,Kültürel çeşitliliği ve insan hikayelerini işler. Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir. Her filmi büyük bir titizlikle yönetir. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir.
386,Can,Çelik,Diğer,1970-07-04,Türkiye,3,Kültürel çeşitliliği ve insan hikayelerini işler. Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir. Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır. Sinema ve tiyatro arasında başarılı bir geçiş yapmıştır. Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler. Uzun yıllar sinema sektöründe önemli projelerde yer aldı.
387,Onur,Arslan,Erkek,1962-01-24,Türkiye,5,Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi. Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir. Toplumsal meselelere duyarlı projelerde yer almıştır. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Kültürel çeşitliliği ve insan hikayelerini işler.
388,Sophie,Williams,Kadın,1955-05-22,İngiltere,7,Her filmi büyük bir titizlikle yönetir. Çok yönlü sanatçı kimliği ile tanınır. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir.
389,Finn,Weber,Erkek,2000-04-09,Almanya,5,Derin karakter analizleri ile tanınmaktadır. Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı. Film endüstrisinde yenilikçi tekniklerle öncü olmuştur.
390,Elisa,Greco,Diğer,1967-11-07,İtalya,10,Film müziklerine özel önem verir ve işbirlikleri yapar. Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi. Film endüstrisinde yenilikçi tekniklerle öncü olmuştur. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir.
391,Francesca,Colombo,Kadın,1990-02-05,İtalya,9,Her filmi büyük bir titizlikle yönetir. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir.
392,Anjali,Patel,Kadın,1986-04-25,Hindistan,2,Drama ve komedi türlerinde ustalığını kanıtlamıştır. Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi. Sinema ve tiyatro arasında başarılı bir geçiş yapmıştır.
393,Anna,Becker,Kadın,1985-06-24,Almanya,5,Derin karakter analizleri ile tanınmaktadır. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Çok yönlü sanatçı kimliği ile tanınır. Uzun yıllar sinema sektöründe önemli projelerde yer aldı. Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır. Drama ve komedi türlerinde ustalığını kanıtlamıştır.
394,Andrea,Ferrari,Erkek,1957-03-08,İtalya,6,Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı. Filmografisi geniş ve farklı türlerde eserleri bulunmakta. Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler.
395,Peng,Li,Erkek,1985-08-14,Çin,1,Çalışmaları pek çok genç sinemacıya ilham kaynağı olmuştur. Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır. Filmografisi geniş ve farklı türlerde eserleri bulunmakta. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Kültürel çeşitliliği ve insan hikayelerini işler.
396,Tim,Schneider,Erkek,1975-06-30,Almanya,2,Uzun yıllar sinema sektöründe önemli projelerde yer aldı. Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Seslendirme ve dublajda da başarılı çalışmaları vardır. Film endüstrisinde yenilikçi tekniklerle öncü olmuştur.
397,Sarah,Jones,Kadın,1991-11-30,ABD,8,Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır. Sinema ve tiyatro arasında başarılı bir geçiş yapmıştır. Toplumsal meselelere duyarlı projelerde yer almıştır. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir. Çalışmaları pek çok genç sinemacıya ilham kaynağı olmuştur.
398,Bo-Ra,Im,Kadın,2000-08-06,Güney Kore,10,Film endüstrisinde yenilikçi tekniklerle öncü olmuştur. Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler. Toplumsal meselelere duyarlı projelerde yer almıştır. Drama ve komedi türlerinde ustalığını kanıtlamıştır. Filmografisi geniş ve farklı türlerde eserleri bulunmakta.
399,Soo,Park,Erkek,1986-12-25,Güney Kore,4,Uzun yıllar sinema sektöründe önemli projelerde yer aldı. Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır. Film müziklerine özel önem verir ve işbirlikleri yapar.
400,Onur,Yılmaz,Erkek,1992-02-04,Türkiye,7,Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi. Uzun yıllar sinema sektöründe önemli projelerde yer aldı. Derin karakter analizleri ile tanınmaktadır. Film müziklerine özel önem verir ve işbirlikleri yapar. Çalışmaları pek çok genç sinemacıya ilham kaynağı olmuştur. Drama ve komedi türlerinde ustalığını kanıtlamıştır.
401,Rina,Shimizu,Kadın,1966-12-02,Japonya,6,Drama ve komedi türlerinde ustalığını kanıtlamıştır. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Sinema ve tiyatro arasında başarılı bir geçiş yapmıştır. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Kültürel çeşitliliği ve insan hikayelerini işler. Seslendirme ve dublajda da başarılı çalışmaları vardır.
402,Jules,Moreau,Erkek,1987-11-18,Fransa,9,Hayatı boyunca pek çok farklı rolde başarılı performanslar sergiledi. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Çok yönlü sanatçı kimliği ile tanınır. Toplumsal meselelere duyarlı projelerde yer almıştır. Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir.
403,Karan,Gupta,Erkek,1956-02-22,Hindistan,4,Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Her filmi büyük bir titizlikle yönetir. Çalışmaları pek çok genç sinemacıya ilham kaynağı olmuştur.
404,Hyun,Kang,Erkek,1994-02-20,Güney Kore,0,Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Toplumsal meselelere duyarlı projelerde yer almıştır. Uzun yıllar sinema sektöründe önemli projelerde yer aldı. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi.
405,Charles,Smith,Erkek,1961-03-21,İngiltere,3,Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır. Uzun yıllar sinema sektöründe önemli projelerde yer aldı. Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler.
406,Ethan,Richard,Erkek,1977-12-14,Fransa,7,Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Filmografisi geniş ve farklı türlerde eserleri bulunmakta. Film müziklerine özel önem verir ve işbirlikleri yapar.
407,Mehmet,Arslan,Erkek,1985-03-16,Türkiye,7,Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir. Sanat ve kültür dünyasında önemli bir figür olarak kabul edilir. Kültürel çeşitliliği ve insan hikayelerini işler. Uzun yıllar sinema sektöründe önemli projelerde yer aldı.
408,Jessica,Thomas,Diğer,1972-05-02,İngiltere,3,Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir. Her filmi büyük bir titizlikle yönetir. Çok yönlü sanatçı kimliği ile tanınır.
409,Mia,Evans,Kadın,1968-09-13,İngiltere,10,Sektörde saygın bir isim olup birçok genç yeteneğe ilham vermiştir. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Duygusal yoğunluğu yüksek performanslarıyla övgü toplamıştır. Çok yönlü sanatçı kimliği ile tanınır. Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi.
410,Carlos,González,Diğer,1996-09-25,Meksika,7,Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir. Film endüstrisinde yenilikçi tekniklerle öncü olmuştur. Çeşitli ödüllere layık görüldü ve eleştirmenlerce beğenildi. Seslendirme ve dublajda da başarılı çalışmaları vardır. Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı.
411,Emma,Thomas,Kadın,1979-02-11,Fransa,4,Kültürel çeşitliliği ve insan hikayelerini işler. Drama ve komedi türlerinde ustalığını kanıtlamıştır. Uzun yıllar sinema sektöründe önemli projelerde yer aldı.
412,Mei,Tanaka,Kadın,1992-08-21,Japonya,5,Drama ve komedi türlerinde ustalığını kanıtlamıştır. Uluslararası festivallerde aldığı ödüllerle adından söz ettirdi. Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler.
413,Emily,Smith,Kadın,1980-05-12,İngiltere,5,Sinema ve tiyatro arasında başarılı bir geçiş yapmıştır. Toplumsal meselelere duyarlı projelerde yer almıştır. Kariyerine genç yaşta başladı ve birçok başarılı projeye imza attı. Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır.
414,Dong-Hyun,Yoon,Erkek,2000-02-04,Güney Kore,3,Sinema ve tiyatro arasında başarılı bir geçiş yapmıştır. Kültürel çeşitliliği ve insan hikayelerini işler. Film endüstrisinde yenilikçi tekniklerle öncü olmuştur.
415,Alejandro,Ramírez,Erkek,1953-07-17,Meksika,8,Toplumsal meselelere duyarlı projelerde yer almıştır. Sinema ve tiyatro arasında başarılı bir geçiş yapmıştır. Doğal oyunculuğu ve sahne hakimiyetiyle izleyiciyi büyüler. Yaratıcı yönetmenlik anlayışı ve detaycılığı ile bilinir. Klasik ve modern sinemayı harmanlayan özgün bir yönetmendir.
416,Ece,Çelik,Kadın,1979-01-15,Türkiye,9,Filmografisi geniş ve farklı türlerde eserleri bulunmakta. Çekimleri zorlu coğrafyalarda gerçekleştiren deneyimli bir sanatçıdır. Sanat hayatında yenilikçi ve cesur çalışmalarıyla tanınır. Her filmi büyük bir titizlikle yönetir.
